Region,Country,Target,Indicator Number,Indicator Name,Year,Value,Metadata
Europe and Northern America,Lithuania,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2016,59.31,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Lithuania,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2021,65.88,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Lithuania,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2018,62.04,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Lithuania,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2020,64.47,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Lithuania,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2017,88.02,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.5,4.5.6,"Expenditure on education (public, households, ODA) as a percentage of GDP",2019,3.88,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Luxembourg,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2021,1.80,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2016,2.62,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2013,2.17,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.1,4.1.2,"Completion rate, primary education, male (%)",2020,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Luxembourg,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2020,1.54,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2019,1.48,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2017,85.72,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2021,1.51,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2018,3.66,
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2020,87.55,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2021,10.99,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Luxembourg,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2019,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Luxembourg,4.1,4.1.2,"Completion rate, primary education, female (%)",2017,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2018,85.02,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.5,4.5.6,Initial private expenditure on education (household) as a percentage of GDP (%),2013,0.14,SOURCE: OECD data
Europe and Northern America,Luxembourg,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2014,2.94,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2016,83.08,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2021,87.11,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2017,0.00,SOURCE: OECD CRS data (0 is either 0 or not reported); UIS/UOE data and OECD CRS data
Europe and Northern America,Luxembourg,4.1,4.1.2,"Completion rate, primary education, male (%)",2017,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Luxembourg,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2016,2.22,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.1,4.1.2,"Completion rate, primary education, female (%)",2016,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Luxembourg,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2013,0.00,SOURCE: OECD CRS data (0 is either 0 or not reported) Magnitude NIL
Europe and Northern America,Luxembourg,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2018,2.81,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2021,4.64,SOURCE: IMF; indicator GEE_G14_GDP_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of GDP; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Luxembourg,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2013,11.38,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Luxembourg,4.5,4.5.6,Initial private expenditure on education (household) as a percentage of GDP (%),2018,0.14,SOURCE: OECD data
Europe and Northern America,Luxembourg,4.5,4.5.6,"Expenditure on education (public, private, international) as a percentage of GDP",2019,3.92,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Luxembourg,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2020,1.59,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2015,2.90,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2014,3.86,SOURCE: UIS/UOE data
Europe and Northern America,Luxembourg,4.5,4.5.6,Initial private expenditure on education (household) as a percentage of GDP (%),2014,0.13,SOURCE: OECD data
Europe and Northern America,Luxembourg,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2019,1.65,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2019,0.00,SOURCE: OECD CRS data (0 is either 0 or not reported); UIS/UOE data and OECD CRS data
Europe and Northern America,Luxembourg,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2013,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Luxembourg,4.5,4.5.6,Initial private expenditure on education (household) as a percentage of GDP (%),2020,0.05,
Europe and Northern America,Luxembourg,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2015,11.09,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2018,85.45,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2015,3.77,SOURCE: UIS/UOE data
Europe and Northern America,Luxembourg,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2014,3.02,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2016,10.89,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2015,84.65,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2017,85.55,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2014,86.77,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.1,4.1.2,"Completion rate, primary education, male (%)",2015,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Luxembourg,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2017,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Luxembourg,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2018,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Luxembourg,4.1,4.1.2,"Completion rate, primary education, male (%)",2013,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Luxembourg,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2017,3.49,
Europe and Northern America,Luxembourg,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2016,3.00,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2020,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2018,85.87,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.1,4.1.2,"Completion rate, primary education, male (%)",2016,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Luxembourg,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2019,3.74,
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2019,86.52,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2018,0.00,SOURCE: OECD CRS data (0 is either 0 or not reported); UIS/UOE data and OECD CRS data
Europe and Northern America,Luxembourg,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2015,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Luxembourg,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2013,3.23,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2014,86.22,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2020,87.05,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.5,4.5.6,"Expenditure on education (public, private, international) as a percentage of GDP",2018,3.83,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Luxembourg,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2019,3.74,SOURCE: UIS/UOE data
Europe and Northern America,Luxembourg,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2014,11.27,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Luxembourg,4.5,4.5.6,"Expenditure on education (public, households, ODA) as a percentage of GDP",2017,3.61,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2017,85.88,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2013,88.38,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2021,87.35,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2013,87.99,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2015,84.86,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2019,86.74,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Luxembourg,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2015,3.77,
Europe and Northern America,Luxembourg,4.1,4.1.2,"Completion rate, primary education, female (%)",2014,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
